"ID";"EigenaarBewoner";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldeHypotheekschuldEigenWoning_2";"GemiddeldeWaardeEigenWoning_3";"GemiddeldBrutoInkomen_4";"GemiddeldBesteedbaarInkomen_5";"HypotheekschuldWoningwaarde_6";"HypotheekschuldBrutoInkomen_7";"HypotheekschuldBesteedbaarInkomen_8";"GeenSchuld_9";"k_0Tot07_10";"k_07Tot08_11";"k_08Tot09_12";"k_09Tot10_13";"k_1OfHoger_14";"GeenSchuld_15";"k_0Tot2_16";"k_2Tot4_17";"k_4OfHoger_18";"GeenSchuld_19";"k_0Tot35_20";"k_35Tot7_21";"k_7OfHoger_22"
"1399";"A050412";"1013950";"2013JJ00";"     5.7";"   132.9";"   143.9";"    20.8";"    16.5";"    1.01";"     6.0";"     7.4";"     0.0";"     1.6";"     0.4";"     0.4";"     0.4";"     2.9";"     0.0";"     0.7";"     1.1";"     3.9";"     0.0";"     1.1";"     1.6";"     3.0"
"1400";"A050412";"1013950";"2014JJ00";"     6.7";"   138.0";"   143.6";"    21.4";"    17.1";"    1.02";"     5.9";"     7.3";"     0.0";"     1.7";"     0.4";"     0.5";"     0.5";"     3.5";"     0.0";"     0.7";"     1.3";"     4.7";"     0.0";"     1.1";"     2.0";"     3.5"
"1401";"A050412";"1013950";"2015JJ00";"     6.3";"   132.0";"   142.9";"    21.0";"    17.1";"    0.98";"     5.9";"     7.1";"     0.0";"     1.7";"     0.5";"     0.5";"     0.6";"     3.1";"     0.0";"     0.6";"     1.2";"     4.5";"     0.0";"     1.1";"     2.0";"     3.2"
"1402";"A050412";"1013950";"2016JJ00";"     5.9";"   127.4";"   143.8";"    20.7";"    17.0";"    0.94";"     5.7";"     6.9";"     0.0";"     1.7";"     0.5";"     0.5";"     0.6";"     2.6";"     0.0";"     0.5";"     1.2";"     4.1";"     0.0";"     1.0";"     2.0";"     2.9"
"1403";"A050412";"1013950";"2017JJ00";"     5.3";"   122.3";"   150.8";"    21.5";"    17.6";"    0.87";"     5.4";"     6.5";"     0.0";"     1.8";"     0.5";"     0.5";"     0.7";"     1.8";"     0.0";"     0.5";"     1.2";"     3.6";"     0.0";"     0.9";"     1.9";"     2.4"
"1404";"A050412";"1013950";"2018JJ00";"     4.5";"   119.2";"   160.1";"    22.2";"    18.1";"    0.79";"     5.1";"     6.2";"     0.0";"     1.8";"     0.5";"     0.6";"     0.5";"     1.1";"     0.0";"     0.5";"     1.0";"     2.9";"     0.0";"     0.9";"     1.7";"     1.9"
"1405";"A050412";"1013950";"2019JJ00";"     3.8";"   115.3";"   172.2";"    22.9";"    18.8";"    0.70";"     4.8";"     5.8";"     0.0";"     1.9";"     0.5";"     0.5";"     0.4";"     0.6";"     0.0";"     0.5";"     1.0";"     2.4";"     0.0";"     0.8";"     1.6";"     1.4"
"1406";"A050412";"1013950";"2020JJ00";"     3.7";"   116.5";"   186.9";"    23.6";"    19.6";"    0.65";"     4.8";"     5.7";"     0.0";"     2.1";"     0.5";"     0.4";"     0.3";"     0.4";"     0.0";"     0.4";"     1.0";"     2.3";"     0.0";"     0.8";"     1.6";"     1.3"
"1407";"A050412";"1013950";"2021JJ00";"     3.3";"   113.0";"   209.2";"    24.0";"    19.9";"    0.56";"     4.5";"     5.4";"     0.0";"     2.3";"     0.4";"     0.3";"     0.1";"     0.2";"     0.0";"     0.5";"     0.9";"     1.9";"     0.0";"     0.9";"     1.4";"     1.0"
"1408";"A050412";"1014040";"2006JJ00";"     5.6";"    85.9";"   252.0";"       .";"       .";"    0.29";"       .";"       .";"     0.0";"     4.8";"     0.2";"     0.2";"     0.1";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1409";"A050412";"1014040";"2007JJ00";"     5.3";"    97.5";"   275.1";"       .";"       .";"    0.31";"       .";"       .";"     0.0";"     4.5";"     0.2";"     0.2";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1410";"A050412";"1014040";"2008JJ00";"     4.9";"   102.0";"   280.6";"       .";"       .";"    0.32";"       .";"       .";"     0.0";"     4.1";"     0.2";"     0.2";"     0.2";"     0.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1411";"A050412";"1014040";"2009JJ00";"     4.1";"   104.1";"   263.1";"       .";"       .";"    0.36";"       .";"       .";"     0.0";"     3.3";"     0.2";"     0.2";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1412";"A050412";"1014040";"2010JJ00";"     4.4";"   106.7";"   237.7";"       .";"       .";"    0.41";"       .";"       .";"     0.0";"     3.3";"     0.2";"     0.2";"     0.2";"     0.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1413";"A050412";"1014040";"2011JJ00";"     5.6";"    99.4";"   214.4";"    28.6";"    21.9";"    0.44";"     3.0";"     3.8";"     0.0";"     4.1";"     0.3";"     0.3";"     0.3";"     0.7";"     0.0";"     1.9";"     1.6";"     2.1";"     0.0";"     2.6";"     1.7";"     1.3"
"1414";"A050412";"1014040";"2012JJ00";"     6.0";"   104.8";"   201.5";"    28.5";"    21.8";"    0.50";"     3.2";"     4.1";"     0.0";"     4.0";"     0.4";"     0.3";"     0.3";"     1.0";"     0.0";"     1.9";"     1.8";"     2.4";"     0.0";"     2.6";"     1.9";"     1.5"
"1415";"A050412";"1014040";"2013JJ00";"     6.9";"   107.4";"   178.4";"    29.3";"    22.2";"    0.59";"     3.3";"     4.3";"     0.0";"     4.1";"     0.5";"     0.4";"     0.4";"     1.6";"     0.0";"     2.0";"     2.1";"     2.8";"     0.0";"     2.8";"     2.3";"     1.8"
"1416";"A050412";"1014040";"2014JJ00";"     7.7";"   111.7";"   177.2";"    29.2";"    22.4";"    0.62";"     3.5";"     4.4";"     0.0";"     4.3";"     0.6";"     0.5";"     0.5";"     1.9";"     0.0";"     2.1";"     2.3";"     3.3";"     0.0";"     3.0";"     2.6";"     2.1"
"1417";"A050412";"1014040";"2015JJ00";"     8.0";"   109.3";"   179.9";"    29.1";"    22.5";"    0.61";"     3.5";"     4.4";"     0.0";"     4.6";"     0.6";"     0.5";"     0.5";"     1.8";"     0.0";"     2.2";"     2.4";"     3.4";"     0.0";"     3.2";"     2.7";"     2.1"
"1418";"A050412";"1014040";"2016JJ00";"     8.5";"   107.1";"   184.8";"    28.7";"    22.3";"    0.58";"     3.4";"     4.3";"     0.0";"     5.1";"     0.7";"     0.6";"     0.5";"     1.7";"     0.0";"     2.3";"     2.6";"     3.6";"     0.0";"     3.4";"     2.9";"     2.2"
"1419";"A050412";"1014040";"2017JJ00";"     8.3";"   102.4";"   194.1";"    28.9";"    22.4";"    0.53";"     3.2";"     4.1";"     0.0";"     5.4";"     0.6";"     0.5";"     0.5";"     1.2";"     0.0";"     2.4";"     2.7";"     3.2";"     0.0";"     3.4";"     2.8";"     2.0"
"1420";"A050412";"1014040";"2018JJ00";"     7.7";"   101.1";"   208.3";"    28.9";"    22.4";"    0.48";"     3.2";"     4.1";"     0.0";"     5.4";"     0.6";"     0.5";"     0.4";"     0.7";"     0.0";"     2.2";"     2.4";"     3.0";"     0.0";"     3.3";"     2.6";"     1.8"
"1421";"A050412";"1014040";"2019JJ00";"     7.5";"   100.2";"   224.8";"    30.0";"    23.3";"    0.44";"     3.0";"     3.9";"     0.0";"     5.7";"     0.6";"     0.5";"     0.3";"     0.5";"     0.0";"     2.3";"     2.5";"     2.7";"     0.0";"     3.4";"     2.6";"     1.6"
"1422";"A050412";"1014040";"2020JJ00";"    12.6";"   141.8";"   283.8";"    28.1";"    22.4";"    0.50";"     4.2";"     5.1";"     0.0";"     9.3";"     1.2";"     0.9";"     0.6";"     0.7";"     0.0";"     2.8";"     3.3";"     6.6";"     0.0";"     4.2";"     4.0";"     4.4"
"1423";"A050412";"1014040";"2021JJ00";"     9.6";"   127.8";"   296.1";"    30.2";"    23.9";"    0.42";"     3.6";"     4.4";"     0.0";"     7.9";"     0.7";"     0.4";"     0.3";"     0.3";"     0.0";"     2.6";"     2.7";"     4.3";"     0.0";"     3.8";"     3.1";"     2.8"
"1424";"A050412";"1014050";"2006JJ00";"     0.9";"   146.8";"   216.6";"       .";"       .";"    0.84";"       .";"       .";"     0.0";"     0.3";"     0.1";"     0.1";"     0.1";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1425";"A050412";"1014050";"2007JJ00";"     1.1";"   155.1";"   220.9";"       .";"       .";"    0.84";"       .";"       .";"     0.0";"     0.4";"     0.1";"     0.1";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1426";"A050412";"1014050";"2008JJ00";"     1.2";"   157.9";"   239.9";"       .";"       .";"    0.85";"       .";"       .";"     0.0";"     0.4";"     0.1";"     0.1";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1427";"A050412";"1014050";"2009JJ00";"     1.0";"   165.2";"   245.8";"       .";"       .";"    0.87";"       .";"       .";"     0.0";"     0.4";"     0.1";"     0.1";"     0.1";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1428";"A050412";"1014050";"2010JJ00";"     1.1";"   171.5";"   248.4";"       .";"       .";"    0.92";"       .";"       .";"     0.0";"     0.4";"     0.1";"     0.1";"     0.1";"     0.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1429";"A050412";"1014050";"2011JJ00";"     0.5";"   170.2";"   230.4";"     6.6";"     5.1";"    0.87";"    24.4";"    28.8";"     0.0";"     0.2";"     0.0";"     0.1";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.5";"     0.0";"     0.0";"     0.0";"     0.5"
"1430";"A050412";"1014050";"2012JJ00";"     0.6";"   181.8";"   220.6";"     5.8";"     4.1";"    0.93";"    22.2";"    26.8";"     0.0";"     0.2";"     0.1";"     0.1";"     0.1";"     0.2";"     0.0";"     0.0";"     0.0";"     0.5";"     0.0";"     0.0";"     0.1";"     0.5"
"1431";"A050412";"1014050";"2013JJ00";"     0.6";"   194.4";"   206.5";"     7.7";"     6.0";"    1.03";"    19.8";"    23.4";"     0.0";"     0.1";"     0.0";"     0.0";"     0.1";"     0.3";"     0.0";"     0.0";"     0.0";"     0.5";"     0.0";"     0.0";"     0.1";"     0.4"
"1432";"A050412";"1014050";"2014JJ00";"     0.5";"   195.0";"   210.3";"     8.2";"     6.2";"    0.96";"    20.0";"    22.9";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.5";"     0.0";"     0.0";"     0.1";"     0.4"
"1433";"A050412";"1014050";"2015JJ00";"     0.5";"   210.9";"   244.1";"       .";"       .";"    0.89";"    15.1";"    17.7";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.4";"     0.0";"     0.1";"     0.1";"     0.4"
"1434";"A050412";"1014050";"2016JJ00";"     0.4";"   215.7";"   294.9";"    12.5";"     6.9";"    0.79";"    16.8";"    20.2";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.1";"     0.3"
"1435";"A050412";"1014050";"2017JJ00";"     0.3";"   238.4";"   313.4";"     8.1";"     5.5";"    0.74";"    17.6";"    22.4";"     0.0";"     0.1";"     0.0";"     0.0";"     0.0";"     0.1";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2"
"1436";"A050412";"1014050";"2018JJ00";"     0.3";"   225.3";"   342.3";"    15.7";"    11.1";"    0.67";"    17.4";"    22.5";"     0.0";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2"
"1437";"A050412";"1014050";"2019JJ00";"     0.3";"   222.5";"   415.7";"    12.9";"     8.5";"    0.54";"    17.6";"    24.7";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2"
"1438";"A050412";"1014050";"2020JJ00";"     0.3";"   290.3";"   479.1";"       .";"       .";"    0.54";"    17.3";"    22.5";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2"
"1439";"A050412";"1014050";"2021JJ00";"     0.3";"   268.6";"   549.0";"    14.8";"    10.0";"    0.50";"    15.8";"    21.6";"     0.0";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.0";"     0.2"
"1440";"A050412";"1020870";"2006JJ00";"   122.2";"   178.5";"   270.2";"       .";"       .";"    0.67";"       .";"       .";"     0.0";"    63.9";"     9.7";"    10.2";"    11.1";"    27.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"1441";"A050412";"1020870";"2007JJ00";"   114.0";"   183.0";"   284.5";"       .";"       .";"    0.64";"       .";"       .";"     0.0";"    62.8";"     9.2";"    10.1";"    11.0";"    20.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
