"ID";"EigenaarBewoner";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldeHypotheekschuldEigenWoning_2";"GemiddeldeWaardeEigenWoning_3";"GemiddeldBrutoInkomen_4";"GemiddeldBesteedbaarInkomen_5";"HypotheekschuldWoningwaarde_6";"HypotheekschuldBrutoInkomen_7";"HypotheekschuldBesteedbaarInkomen_8";"GeenSchuld_9";"k_0Tot07_10";"k_07Tot08_11";"k_08Tot09_12";"k_09Tot10_13";"k_1OfHoger_14";"GeenSchuld_15";"k_0Tot2_16";"k_2Tot4_17";"k_4OfHoger_18";"GeenSchuld_19";"k_0Tot35_20";"k_35Tot7_21";"k_7OfHoger_22"
"505";"T001628";"1014040";"2015JJ00";"    11.0";"    79.4";"   183.8";"    29.8";"    23.0";"    0.40";"     2.2";"     2.9";"     3.0";"     4.6";"     0.6";"     0.5";"     0.5";"     1.8";"     3.0";"     2.2";"     2.4";"     3.4";"     3.0";"     3.2";"     2.7";"     2.1"
"506";"T001628";"1014040";"2016JJ00";"    11.5";"    79.0";"   189.6";"    29.4";"    22.6";"    0.39";"     2.3";"     2.9";"     3.0";"     5.1";"     0.7";"     0.6";"     0.5";"     1.7";"     3.0";"     2.3";"     2.6";"     3.6";"     3.0";"     3.4";"     2.9";"     2.2"
"507";"T001628";"1014040";"2017JJ00";"    11.5";"    73.5";"   199.2";"    29.6";"    22.7";"    0.34";"     2.1";"     2.7";"     3.3";"     5.4";"     0.6";"     0.5";"     0.5";"     1.2";"     3.3";"     2.4";"     2.7";"     3.2";"     3.3";"     3.4";"     2.8";"     2.0"
"508";"T001628";"1014040";"2018JJ00";"    10.9";"    71.5";"   214.1";"    29.4";"    22.6";"    0.30";"     2.0";"     2.6";"     3.2";"     5.4";"     0.6";"     0.5";"     0.4";"     0.7";"     3.2";"     2.2";"     2.4";"     3.0";"     3.2";"     3.3";"     2.6";"     1.8"
"509";"T001628";"1014040";"2019JJ00";"    10.8";"    69.9";"   230.9";"    30.4";"    23.5";"    0.27";"     1.9";"     2.4";"     3.3";"     5.7";"     0.6";"     0.5";"     0.3";"     0.5";"     3.3";"     2.3";"     2.5";"     2.7";"     3.3";"     3.4";"     2.6";"     1.6"
"510";"T001628";"1014040";"2020JJ00";"    17.1";"   105.0";"   282.6";"    28.7";"    22.8";"    0.35";"     2.7";"     3.4";"     4.4";"     9.3";"     1.2";"     0.9";"     0.6";"     0.7";"     4.4";"     2.8";"     3.3";"     6.6";"     4.4";"     4.2";"     4.0";"     4.4"
"511";"T001628";"1014040";"2021JJ00";"    13.4";"    91.6";"   296.6";"    30.6";"    24.0";"    0.28";"     2.2";"     2.8";"     3.8";"     7.9";"     0.7";"     0.4";"     0.3";"     0.3";"     3.8";"     2.6";"     2.7";"     4.3";"     3.8";"     3.8";"     3.1";"     2.8"
"512";"T001628";"1014050";"2006JJ00";"     1.0";"   121.0";"   211.9";"       .";"       .";"    0.71";"       .";"       .";"     0.2";"     0.3";"     0.1";"     0.1";"     0.1";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"513";"T001628";"1014050";"2007JJ00";"     1.2";"   131.4";"   218.2";"       .";"       .";"    0.75";"       .";"       .";"     0.2";"     0.4";"     0.1";"     0.1";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"514";"T001628";"1014050";"2008JJ00";"     1.4";"   134.7";"   235.8";"       .";"       .";"    0.77";"       .";"       .";"     0.2";"     0.4";"     0.1";"     0.1";"     0.2";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"515";"T001628";"1014050";"2009JJ00";"     1.7";"   101.6";"   227.2";"       .";"       .";"    0.42";"       .";"       .";"     0.6";"     0.4";"     0.1";"     0.1";"     0.1";"     0.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"516";"T001628";"1014050";"2010JJ00";"     1.8";"   105.1";"   225.9";"       .";"       .";"    0.40";"       .";"       .";"     0.7";"     0.4";"     0.1";"     0.1";"     0.1";"     0.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"517";"T001628";"1014050";"2011JJ00";"     0.8";"   106.7";"   217.9";"     7.4";"     6.0";"    0.50";"     8.9";"    10.3";"     0.3";"     0.2";"     0.0";"     0.1";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.5";"     0.3";"     0.0";"     0.0";"     0.5"
"518";"T001628";"1014050";"2012JJ00";"     0.8";"   122.7";"   209.2";"     8.0";"     6.1";"    0.62";"    10.3";"    11.7";"     0.3";"     0.2";"     0.1";"     0.1";"     0.1";"     0.2";"     0.3";"     0.0";"     0.0";"     0.5";"     0.3";"     0.0";"     0.1";"     0.5"
"519";"T001628";"1014050";"2013JJ00";"     0.8";"   135.2";"   195.4";"    11.8";"       .";"    0.74";"     9.0";"     9.8";"     0.2";"     0.1";"     0.0";"     0.0";"     0.1";"     0.3";"     0.2";"     0.0";"     0.0";"     0.5";"     0.2";"     0.0";"     0.1";"     0.4"
"520";"T001628";"1014050";"2014JJ00";"     0.8";"   127.3";"   202.0";"     9.2";"     7.2";"    0.63";"     6.8";"     7.6";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.5";"     0.3";"     0.0";"     0.1";"     0.4"
"521";"T001628";"1014050";"2015JJ00";"     0.8";"   131.4";"   223.8";"       .";"       .";"    0.48";"     4.7";"     5.3";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.4";"     0.3";"     0.1";"     0.1";"     0.4"
"522";"T001628";"1014050";"2016JJ00";"     0.7";"   122.6";"   271.2";"    15.3";"     9.8";"    0.30";"     3.3";"     3.7";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.1";"     0.3";"     0.0";"     0.0";"     0.3";"     0.3";"     0.0";"     0.1";"     0.3"
"523";"T001628";"1014050";"2017JJ00";"     0.5";"   129.7";"   279.8";"    15.2";"    11.2";"    0.24";"     3.4";"     3.8";"     0.2";"     0.1";"     0.0";"     0.0";"     0.0";"     0.1";"     0.2";"     0.0";"     0.0";"     0.2";"     0.2";"     0.0";"     0.0";"     0.2"
"524";"T001628";"1014050";"2018JJ00";"     0.5";"   110.2";"   311.2";"    18.5";"    12.8";"    0.00";"     0.0";"     0.0";"     0.3";"     0.1";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.2"
"525";"T001628";"1014050";"2019JJ00";"     0.6";"   107.8";"   389.6";"    17.7";"    12.7";"    0.00";"     0.0";"     0.0";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.2"
"526";"T001628";"1014050";"2020JJ00";"     0.6";"   138.7";"   425.0";"    38.4";"    28.1";"    0.00";"     0.0";"     0.0";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.2";"     0.3";"     0.0";"     0.0";"     0.2"
"527";"T001628";"1014050";"2021JJ00";"     0.6";"   128.6";"   516.5";"    15.7";"    10.5";"    0.00";"     0.0";"     0.0";"     0.3";"     0.2";"     0.0";"     0.0";"     0.0";"     0.0";"     0.3";"     0.0";"     0.0";"     0.3";"     0.3";"     0.0";"     0.0";"     0.2"
"528";"T001628";"1020870";"2006JJ00";"   147.6";"   147.8";"   268.6";"       .";"       .";"    0.56";"       .";"       .";"    25.4";"    63.9";"     9.7";"    10.2";"    11.1";"    27.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"529";"T001628";"1020870";"2007JJ00";"   138.6";"   150.5";"   285.6";"       .";"       .";"    0.52";"       .";"       .";"    24.6";"    62.8";"     9.2";"    10.1";"    11.0";"    20.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"530";"T001628";"1020870";"2008JJ00";"   141.7";"   159.3";"   300.3";"       .";"       .";"    0.53";"       .";"       .";"    25.0";"    63.3";"     9.7";"    11.0";"    11.7";"    20.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"531";"T001628";"1020870";"2009JJ00";"   159.5";"   162.3";"   308.0";"       .";"       .";"    0.51";"       .";"       .";"    37.2";"    61.6";"     9.7";"    10.6";"    12.1";"    28.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"532";"T001628";"1020870";"2010JJ00";"   170.3";"   162.1";"   289.9";"       .";"       .";"    0.55";"       .";"       .";"    41.3";"    59.5";"    10.0";"     9.8";"    10.6";"    39.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"533";"T001628";"1020870";"2011JJ00";"   105.1";"   175.8";"   298.7";"    10.2";"     2.5";"    0.59";"     8.2";"    11.7";"    25.9";"    33.7";"     6.2";"     6.6";"     7.2";"    25.4";"    25.9";"     2.8";"     5.9";"    70.4";"    25.9";"     4.0";"     8.8";"    66.3"
"534";"T001628";"1020870";"2012JJ00";"   108.0";"   185.5";"   283.7";"    10.9";"     3.6";"    0.68";"     8.9";"    12.6";"    23.6";"    31.9";"     6.4";"     6.7";"     7.4";"    32.0";"    23.6";"     2.6";"     5.9";"    75.8";"    23.6";"     3.8";"     9.1";"    71.5"
"535";"T001628";"1020870";"2013JJ00";"   103.4";"   187.7";"   256.8";"    11.4";"     4.2";"    0.77";"     9.2";"    13.0";"    21.7";"    26.4";"     5.3";"     5.5";"     6.1";"    38.5";"    21.7";"     2.5";"     5.6";"    73.7";"    21.7";"     3.6";"     8.6";"    69.5"
"536";"T001628";"1020870";"2014JJ00";"    99.8";"   173.7";"   247.5";"    12.7";"     6.0";"    0.75";"     8.2";"    11.2";"    23.0";"    24.7";"     5.0";"     5.4";"     5.8";"    35.9";"    23.0";"     2.6";"     5.8";"    68.4";"    23.0";"     3.9";"     9.4";"    63.6"
"537";"T001628";"1020870";"2015JJ00";"    99.6";"   171.0";"   263.0";"    16.6";"     4.5";"    0.66";"     7.1";"    10.2";"    26.3";"    25.5";"     5.1";"     5.3";"     5.9";"    31.4";"    26.3";"     3.1";"     6.5";"    63.7";"    26.3";"     3.9";"     9.5";"    59.8"
"538";"T001628";"1020870";"2016JJ00";"    90.9";"   154.8";"   265.0";"    14.8";"     7.2";"    0.59";"     6.7";"     9.0";"    25.6";"    25.1";"     4.9";"     5.2";"     6.1";"    24.0";"    25.6";"     2.6";"     5.9";"    56.7";"    25.6";"     4.0";"     9.5";"    51.7"
"539";"T001628";"1020870";"2017JJ00";"    87.6";"   139.1";"   284.7";"    16.6";"     7.5";"    0.48";"     5.7";"     7.7";"    28.0";"    26.3";"     5.0";"     5.5";"     6.3";"    16.5";"    28.0";"     2.9";"     6.2";"    50.5";"    28.0";"     4.3";"     9.5";"    45.9"
"540";"T001628";"1020870";"2018JJ00";"    86.4";"   134.9";"   311.2";"    17.6";"     7.9";"    0.39";"     4.9";"     6.7";"    29.8";"    28.7";"     5.5";"     5.9";"     5.6";"    10.9";"    29.8";"     3.0";"     6.5";"    47.0";"    29.8";"     4.6";"     9.9";"    42.2"
"541";"T001628";"1020870";"2019JJ00";"    85.7";"   130.3";"   333.2";"    18.4";"     9.1";"    0.35";"     4.6";"     6.1";"    30.3";"    32.0";"     6.1";"     5.7";"     4.5";"     7.0";"    30.3";"     3.3";"     6.9";"    45.1";"    30.3";"     5.0";"    10.2";"    40.1"
"542";"T001628";"1020870";"2020JJ00";"    90.5";"   125.9";"   361.5";"    19.2";"     9.3";"    0.28";"     4.0";"     5.4";"    33.9";"    37.3";"     6.0";"     5.0";"     3.4";"     4.9";"    33.9";"     4.0";"     7.4";"    45.2";"    33.9";"     5.9";"    10.8";"    40.0"
"543";"T001628";"1020870";"2021JJ00";"    90.5";"   131.3";"   396.4";"    22.3";"    10.4";"    0.29";"     4.2";"     5.7";"    32.1";"    42.8";"     5.7";"     4.0";"     2.3";"     3.5";"    32.1";"     4.2";"     7.9";"    46.2";"    32.1";"     6.2";"    11.6";"    40.5"
"544";"T001628";"1020880";"2006JJ00";"   165.1";"    99.9";"   218.4";"       .";"       .";"    0.45";"       .";"       .";"    29.5";"    81.2";"     9.9";"    10.2";"    11.0";"    23.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"545";"T001628";"1020880";"2007JJ00";"   157.1";"    98.0";"   232.4";"       .";"       .";"    0.40";"       .";"       .";"    32.2";"    77.1";"     9.1";"    10.1";"    10.9";"    17.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"546";"T001628";"1020880";"2008JJ00";"   157.3";"   100.7";"   243.2";"       .";"       .";"    0.39";"       .";"       .";"    33.4";"    76.3";"     9.1";"    10.1";"    11.2";"    17.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"547";"T001628";"1020880";"2009JJ00";"   175.3";"   102.9";"   241.5";"       .";"       .";"    0.39";"       .";"       .";"    43.3";"    75.3";"     9.7";"    10.2";"    11.9";"    24.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"548";"T001628";"1020880";"2010JJ00";"   181.0";"   107.8";"   225.7";"       .";"       .";"    0.46";"       .";"       .";"    40.3";"    74.5";"     9.7";"     9.8";"    10.4";"    36.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"549";"T001628";"1020880";"2011JJ00";"    91.6";"   132.8";"   233.7";"    30.6";"    21.7";"    0.60";"     3.8";"     5.3";"    14.5";"    37.5";"     6.0";"     6.2";"     6.5";"    20.9";"    14.5";"     9.4";"    24.9";"    42.8";"    14.5";"    15.3";"    31.4";"    30.4"
"550";"T001628";"1020880";"2012JJ00";"    91.1";"   142.1";"   224.1";"    31.0";"    21.9";"    0.70";"     4.0";"     5.6";"    12.2";"    33.6";"     6.1";"     6.1";"     6.7";"    26.4";"    12.2";"     8.4";"    24.8";"    45.6";"    12.2";"    13.7";"    32.0";"    33.1"
"551";"T001628";"1020880";"2013JJ00";"    86.2";"   144.2";"   202.2";"    30.7";"    21.8";"    0.79";"     4.2";"     5.8";"    11.9";"    26.3";"     5.1";"     5.3";"     5.4";"    32.1";"    11.9";"     7.3";"    22.0";"    44.9";"    11.9";"    11.9";"    29.8";"    32.5"
"552";"T001628";"1020880";"2014JJ00";"    86.9";"   140.3";"   198.8";"    31.6";"    22.5";"    0.80";"     4.0";"     5.5";"    12.6";"    25.5";"     5.3";"     5.4";"     5.7";"    32.3";"    12.6";"     7.2";"    24.2";"    42.8";"    12.6";"    12.2";"    32.1";"    30.0"
"553";"T001628";"1020880";"2015JJ00";"    88.8";"   136.2";"   204.2";"    32.5";"    22.8";"    0.76";"     3.7";"     5.3";"    14.7";"    26.6";"     5.3";"     5.6";"     6.3";"    30.3";"    14.7";"     7.7";"    25.7";"    40.7";"    14.7";"    12.6";"    33.2";"    28.2"
"554";"T001628";"1020880";"2016JJ00";"    87.2";"   126.8";"   210.7";"    32.0";"    23.0";"    0.69";"     3.5";"     4.9";"    16.0";"    28.4";"     5.6";"     6.0";"     6.8";"    24.5";"    16.0";"     8.3";"    25.5";"    37.4";"    16.0";"    13.8";"    32.8";"    24.6"
"555";"T001628";"1020880";"2017JJ00";"    86.5";"   118.7";"   223.9";"    32.9";"    23.4";"    0.60";"     3.2";"     4.5";"    18.4";"    30.3";"     6.1";"     6.5";"     7.5";"    17.7";"    18.4";"     9.2";"    26.2";"    32.8";"    18.4";"    14.9";"    32.0";"    21.2"
"556";"T001628";"1020880";"2018JJ00";"    88.2";"   113.6";"   243.3";"    33.7";"    24.0";"    0.52";"     2.9";"     4.1";"    20.9";"    34.4";"     6.8";"     7.6";"     6.8";"    11.7";"    20.9";"    10.5";"    26.9";"    29.9";"    20.9";"    16.7";"    31.6";"    19.0"
"557";"T001628";"1020880";"2019JJ00";"    91.5";"   109.6";"   264.5";"    34.3";"    24.7";"    0.44";"     2.8";"     3.8";"    23.1";"    40.7";"     7.7";"     7.4";"     5.4";"     7.1";"    23.1";"    11.9";"    27.6";"    28.8";"    23.1";"    19.0";"    31.6";"    17.7"
"558";"T001628";"1020880";"2020JJ00";"    92.6";"   105.8";"   288.2";"    34.1";"    25.2";"    0.38";"     2.6";"     3.5";"    25.5";"    45.9";"     7.3";"     5.7";"     3.8";"     4.4";"    25.5";"    12.7";"    26.0";"    28.4";"    25.5";"    20.5";"    29.7";"    16.8"
"559";"T001628";"1020880";"2021JJ00";"    96.1";"   106.7";"   318.2";"    34.8";"    25.8";"    0.34";"     2.6";"     3.4";"    26.6";"    53.6";"     6.6";"     4.3";"     2.2";"     2.7";"    26.6";"    13.7";"    27.1";"    28.7";"    26.6";"    22.3";"    30.5";"    16.8"
"560";"T001628";"1020890";"2006JJ00";"   236.3";"    94.8";"   222.2";"       .";"       .";"    0.42";"       .";"       .";"    45.9";"   116.1";"    13.7";"    13.7";"    15.2";"    31.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"561";"T001628";"1020890";"2007JJ00";"   237.8";"    97.3";"   234.7";"       .";"       .";"    0.40";"       .";"       .";"    46.1";"   118.2";"    14.0";"    15.2";"    17.0";"    27.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"562";"T001628";"1020890";"2008JJ00";"   239.2";"   101.4";"   243.0";"       .";"       .";"    0.41";"       .";"       .";"    46.5";"   116.4";"    14.5";"    16.3";"    18.4";"    27.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"563";"T001628";"1020890";"2009JJ00";"   259.2";"   105.4";"   239.8";"       .";"       .";"    0.45";"       .";"       .";"    56.3";"   112.1";"    15.3";"    16.4";"    19.3";"    39.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"564";"T001628";"1020890";"2010JJ00";"   259.9";"   105.8";"   224.7";"       .";"       .";"    0.47";"       .";"       .";"    56.9";"   105.0";"    13.9";"    14.3";"    15.6";"    54.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"565";"T001628";"1020890";"2011JJ00";"   178.5";"   116.0";"   225.6";"    36.9";"    25.7";"    0.52";"     2.8";"     4.0";"    31.9";"    76.9";"    10.7";"    10.9";"    11.7";"    36.5";"    31.9";"    33.9";"    62.5";"    50.2";"    31.9";"    47.4";"    66.8";"    32.5"
"566";"T001628";"1020890";"2012JJ00";"   175.1";"   124.6";"   216.0";"    37.7";"    26.0";"    0.61";"     3.0";"     4.3";"    26.4";"    70.6";"    10.6";"    10.8";"    11.7";"    45.1";"    26.4";"    31.3";"    64.0";"    53.4";"    26.4";"    44.2";"    69.5";"    35.0"
"567";"T001628";"1020890";"2013JJ00";"   163.5";"   129.3";"   194.5";"    37.9";"    26.2";"    0.72";"     3.1";"     4.5";"    22.4";"    57.3";"     9.3";"     9.3";"     9.7";"    55.4";"    22.4";"    26.9";"    61.5";"    52.7";"    22.4";"    39.1";"    67.8";"    34.2"
"568";"T001628";"1020890";"2014JJ00";"   160.4";"   124.6";"   192.6";"    38.6";"    26.8";"    0.70";"     3.0";"     4.3";"    24.3";"    55.7";"     8.9";"     8.9";"     9.7";"    52.8";"    24.3";"    27.0";"    61.1";"    47.9";"    24.3";"    39.6";"    66.9";"    29.6"
"569";"T001628";"1020890";"2015JJ00";"   157.5";"   121.2";"   198.5";"    38.5";"    26.9";"    0.66";"     2.9";"     4.2";"    28.1";"    54.4";"     8.8";"     9.3";"     9.8";"    47.2";"    28.1";"    25.6";"    58.9";"    45.0";"    28.1";"    38.0";"    64.4";"    27.0"
"570";"T001628";"1020890";"2016JJ00";"   165.2";"   112.0";"   206.4";"    38.3";"    27.2";"    0.57";"     2.6";"     3.8";"    34.9";"    60.1";"     9.2";"     9.9";"    11.2";"    39.9";"    34.9";"    28.5";"    60.6";"    41.2";"    34.9";"    42.7";"    64.3";"    23.3"
"571";"T001628";"1020890";"2017JJ00";"   163.2";"   106.3";"   219.6";"    39.0";"    27.6";"    0.50";"     2.4";"     3.5";"    38.1";"    62.4";"    10.0";"    11.1";"    12.9";"    28.8";"    38.1";"    29.8";"    59.3";"    36.0";"    38.1";"    43.8";"    61.3";"    20.0"
"572";"T001628";"1020890";"2018JJ00";"   166.4";"   102.3";"   236.5";"    39.6";"    28.3";"    0.44";"     2.3";"     3.2";"    41.2";"    70.3";"    11.3";"    12.6";"    12.0";"    19.0";"    41.2";"    33.0";"    59.5";"    32.8";"    41.2";"    48.2";"    59.2";"    17.8"
"573";"T001628";"1020890";"2019JJ00";"   170.3";"    99.5";"   255.5";"    40.5";"    29.2";"    0.38";"     2.1";"     3.0";"    44.2";"    79.3";"    13.1";"    12.5";"     9.6";"    11.6";"    44.2";"    36.2";"    59.9";"    30.1";"    44.2";"    52.9";"    57.5";"    15.7"
"574";"T001628";"1020890";"2020JJ00";"   176.9";"    96.2";"   275.7";"    40.5";"    29.9";"    0.33";"     2.0";"     2.7";"    48.8";"    90.3";"    13.1";"    10.5";"     7.0";"     7.3";"    48.8";"    39.3";"    58.6";"    30.2";"    48.8";"    58.0";"    54.7";"    15.4"
"575";"T001628";"1020890";"2021JJ00";"   186.4";"    96.0";"   304.2";"    41.1";"    30.7";"    0.29";"     1.9";"     2.6";"    52.3";"   105.9";"    12.0";"     7.8";"     4.1";"     4.3";"    52.3";"    42.9";"    60.9";"    30.3";"    52.3";"    63.9";"    55.4";"    14.8"
"576";"T001628";"1020900";"2006JJ00";"   302.9";"   100.5";"   225.1";"       .";"       .";"    0.45";"       .";"       .";"    49.8";"   152.4";"    18.4";"    18.5";"    20.5";"    43.2";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"577";"T001628";"1020900";"2007JJ00";"   308.8";"   105.7";"   237.0";"       .";"       .";"    0.46";"       .";"       .";"    49.3";"   155.1";"    20.0";"    21.4";"    24.5";"    38.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"578";"T001628";"1020900";"2008JJ00";"   320.8";"   111.2";"   245.0";"       .";"       .";"    0.48";"       .";"       .";"    50.4";"   157.5";"    21.3";"    23.9";"    27.7";"    39.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"579";"T001628";"1020900";"2009JJ00";"   333.6";"   115.7";"   241.8";"       .";"       .";"    0.51";"       .";"       .";"    57.9";"   147.7";"    21.3";"    23.4";"    27.0";"    56.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"580";"T001628";"1020900";"2010JJ00";"   327.8";"   115.7";"   227.2";"       .";"       .";"    0.55";"       .";"       .";"    60.1";"   131.8";"    18.8";"    19.8";"    22.1";"    75.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"581";"T001628";"1020900";"2011JJ00";"   333.1";"   111.0";"   228.2";"    42.1";"    28.8";"    0.49";"     2.4";"     3.5";"    67.2";"   138.1";"    18.7";"    19.5";"    21.5";"    68.0";"    67.2";"    79.3";"   122.3";"    64.2";"    67.2";"   100.4";"   124.0";"    41.5"
"582";"T001628";"1020900";"2012JJ00";"   328.4";"   116.0";"   217.2";"    42.7";"    29.1";"    0.55";"     2.5";"     3.7";"    60.4";"   129.9";"    18.1";"    18.7";"    20.3";"    81.0";"    60.4";"    76.9";"   125.0";"    66.1";"    60.4";"    98.1";"   127.4";"    42.5"
"583";"T001628";"1020900";"2013JJ00";"   324.0";"   115.9";"   195.7";"    42.4";"    29.1";"    0.61";"     2.5";"     3.6";"    59.4";"   117.6";"    16.1";"    16.1";"    16.9";"    97.9";"    59.4";"    74.9";"   125.0";"    64.7";"    59.4";"    97.8";"   126.7";"    40.1"
"584";"T001628";"1020900";"2014JJ00";"   326.1";"   111.0";"   194.7";"    42.5";"    29.6";"    0.57";"     2.3";"     3.4";"    65.5";"   118.1";"    16.1";"    16.2";"    16.8";"    93.4";"    65.5";"    76.1";"   124.6";"    59.9";"    65.5";"   101.3";"   124.7";"    34.6"
"585";"T001628";"1020900";"2015JJ00";"   324.7";"   107.6";"   199.5";"    42.2";"    29.8";"    0.53";"     2.3";"     3.3";"    71.6";"   118.8";"    16.1";"    16.6";"    17.6";"    84.1";"    71.6";"    73.7";"   122.3";"    57.2";"    71.6";"   100.6";"   121.2";"    31.4"
"586";"T001628";"1020900";"2016JJ00";"   332.9";"   102.3";"   207.6";"    42.5";"    30.4";"    0.47";"     2.1";"     3.0";"    78.3";"   128.8";"    17.3";"    17.6";"    20.2";"    70.7";"    78.3";"    80.6";"   121.9";"    52.0";"    78.3";"   110.7";"   117.1";"    26.7"
"587";"T001628";"1020900";"2017JJ00";"   334.1";"    99.9";"   219.0";"    43.4";"    31.0";"    0.44";"     2.0";"     2.9";"    80.2";"   136.5";"    18.7";"    20.3";"    24.6";"    53.8";"    80.2";"    84.2";"   122.9";"    46.7";"    80.2";"   115.0";"   115.2";"    23.7"
"588";"T001628";"1020900";"2018JJ00";"   339.8";"    98.7";"   235.7";"    44.7";"    31.9";"    0.40";"     2.0";"     2.7";"    83.5";"   149.7";"    21.6";"    24.8";"    23.8";"    36.5";"    83.5";"    90.3";"   123.6";"    42.4";"    83.5";"   122.7";"   112.4";"    21.2"
"589";"T001628";"1020900";"2019JJ00";"   352.4";"    99.3";"   255.5";"    46.4";"    33.3";"    0.37";"     1.9";"     2.6";"    86.5";"   169.4";"    26.7";"    26.5";"    20.2";"    23.1";"    86.5";"    98.9";"   127.2";"    39.8";"    86.5";"   134.2";"   112.3";"    19.4"
"590";"T001628";"1020900";"2020JJ00";"   355.4";"    97.3";"   274.6";"    47.0";"    34.2";"    0.33";"     1.8";"     2.4";"    90.9";"   186.2";"    27.2";"    22.3";"    14.5";"    14.4";"    90.9";"   103.5";"   122.6";"    38.4";"    90.9";"   142.1";"   104.2";"    18.2"
"591";"T001628";"1020900";"2021JJ00";"   363.3";"    98.8";"   304.2";"    48.2";"    35.3";"    0.30";"     1.8";"     2.4";"    91.8";"   212.8";"    25.1";"    16.8";"     8.6";"     8.1";"    91.8";"   108.5";"   124.9";"    38.1";"    91.8";"   150.8";"   103.0";"    17.7"
"592";"T001628";"1020910";"2006JJ00";"   373.7";"   107.5";"   230.9";"       .";"       .";"    0.47";"       .";"       .";"    50.6";"   196.2";"    23.5";"    23.4";"    26.2";"    53.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"593";"T001628";"1020910";"2007JJ00";"   384.8";"   114.7";"   242.5";"       .";"       .";"    0.49";"       .";"       .";"    50.2";"   197.8";"    25.5";"    28.2";"    32.6";"    50.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"594";"T001628";"1020910";"2008JJ00";"   396.7";"   120.5";"   251.2";"       .";"       .";"    0.51";"       .";"       .";"    51.5";"   199.1";"    27.5";"    30.6";"    36.2";"    51.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"595";"T001628";"1020910";"2009JJ00";"   405.0";"   124.2";"   248.7";"       .";"       .";"    0.54";"       .";"       .";"    59.7";"   186.3";"    26.3";"    29.3";"    34.1";"    69.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"596";"T001628";"1020910";"2010JJ00";"   411.1";"   125.6";"   233.1";"       .";"       .";"    0.59";"       .";"       .";"    63.6";"   169.9";"    24.4";"    25.8";"    28.8";"    98.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"597";"T001628";"1020910";"2011JJ00";"   446.4";"   120.8";"   233.3";"    49.5";"    32.3";"    0.56";"     2.3";"     3.5";"    76.6";"   184.1";"    26.3";"    28.4";"    30.9";"   100.1";"    76.6";"   122.9";"   179.9";"    67.0";"    76.6";"   145.9";"   175.1";"    48.9"
